race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,extraversion,neuroticism,agreeableness,conscientiousness,openness
11,16,Not English (native),Female,Right,Test site,PH,1,3,5,2,1,1,2,3,1,1,3,1,5,4,5,1,4,5,5,3,5,3,3,5,5,5,5,4,5,3,5,4,5,5,5,1,5,5,4,4,3,3,3,1,2,3,4,4,2,3,2,3.6,4.3,4.3,2.8
3,21,Not English (native),Male,Right,Test site,DE,5,5,5,5,5,5,5,5,5,5,1,1,2,5,2,3,2,2,2,1,2,5,2,2,3,2,4,3,4,4,1,3,2,2,3,3,3,4,3,3,5,5,4,4,4,5,4,5,1,3,5,2.1,3.1,2.7,4
13,26,Not English (native),Male,Right,Test site,IN,4,1,2,2,4,2,2,4,5,2,1,1,4,3,2,1,4,2,1,4,4,4,5,4,4,5,4,4,5,4,2,5,5,2,2,4,2,3,4,4,4,4,4,4,5,5,2,2,4,5,2.8,2.3,4.3,3.3,3.9
3,43,English (native),Female,Right,Test site,IT,3,4,2,4,4,4,4,3,4,2,3,2,3,3,2,1,2,2,1,2,5,3,5,4,4,2,4,3,5,3,5,1,5,5,2,2,3,5,4,4,4,5,5,5,5,5,5,4,5,5,3.4,2.1,3.8,3.6,4.8
3,30,English (native),Female,Right,Test site,US,4,4,5,4,5,4,5,4,5,5,4,4,4,2,2,1,3,1,3,1,5,5,5,4,4,4,5,4,4,5,5,2,5,4,4,4,5,5,5,5,4,3,5,2,4,5,5,2,4,4,4.5,2.5,4.5,4.4,3.8
13,22,English (native),Female,Right,Test site,IN,3,4,3,2,4,4,2,4,4,1,4,4,4,3,2,2,2,2,2,2,2,4,5,5,5,5,4,5,4,5,4,3,3,3,4,4,4,4,4,4,5,4,4,4,5,4,4,3,5,4,3.1,2.7,4.4,3.7,4.2
13,25,Not English (native),Female,Right,Test site,PK,3,4,3,3,4,4,4,5,5,2,4,5,5,3,4,2,4,4,4,2,4,5,3,5,5,2,4,4,5,4,2,3,4,3,5,4,4,2,4,4,4,4,5,4,4,5,5,3,4,5,3.7,3.7,4.1,3.5,4.3
3,27,English (native),Female,Right,Google,US,2,3,3,2,3,3,2,1,2,2,4,3,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,2,4,4,5,4,4,4,5,5,5,3,4,4,5,3,3,5,5,4,4,3,2.3,4.1,4.1,4.3,4
13,40,English (native),Female,Both,NA,US,5,2,5,3,5,4,5,3,5,5,3,4,5,4,3,2,3,4,3,2,2,5,3,2,1,2,2,3,4,2,3,4,5,4,5,4,5,4,3,5,3,4,5,4,4,1,4,4,3,5,4.2,3.3,2.6,4.2,3.7
1,34,English (native),Male,Right,NA,US,3,5,5,3,4,5,4,3,4,2,2,1,2,2,4,1,2,1,1,1,5,5,5,4,4,4,5,4,4,4,4,3,4,5,4,5,4,4,3,3,5,4,3,5,4,3,4,1,3,4,3.8,1.7,4.4,3.9,3.6
3,40,English (native),Female,Right,Test site,GB,2,5,4,4,4,5,4,5,5,3,5,4,5,4,5,4,5,5,5,4,2,3,3,3,3,3,3,3,2,3,2,4,4,2,1,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4.1,4.6,2.8,3,5
11,18,English (native),Male,Right,NA,US,3,3,4,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,5,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,2,4,3,2.9,2.1,3.8,3.8,3.5
3,18,English (native),Female,Right,NA,US,3,3,5,3,4,3,4,1,2,2,4,2,4,3,3,3,2,2,3,3,5,4,5,4,4,4,4,4,4,4,4,2,2,3,3,2,2,4,3,3,3,3,4,4,4,3,3,3,4,3,3,2.9,4.2,2.8,3.4
3,19,English (native),Male,Right,NA,US,2,3,4,3,5,4,5,3,5,1,4,2,4,3,4,5,5,5,5,2,5,5,2,5,5,5,5,4,5,4,3,2,1,4,2,4,5,4,5,4,3,5,5,5,4,5,5,3,5,5,3.5,3.9,4.5,3.4,4.5
3,18,English (native),Male,Right,NA,US,2,2,4,3,2,2,2,2,2,2,5,4,4,3,3,4,1,2,4,3,1,4,2,4,4,4,3,4,4,3,4,2,3,4,3,3,4,4,3,4,3,2,2,4,4,2,3,3,4,3,2.3,3.3,3.3,3.4,3
9,25,English (native),Female,Right,Test site,US,3,3,5,4,5,4,4,3,3,3,3,2,4,5,2,3,4,4,3,1,5,5,5,4,4,5,5,3,5,5,3,2,5,3,2,3,3,3,3,5,4,5,5,5,4,5,4,4,5,5,3.7,3.1,4.6,3.2,4.6
3,18,English (native),Male,Right,NA,US,2,2,2,1,1,2,1,1,1,1,2,2,3,2,4,1,2,2,2,2,2,2,5,2,2,1,1,4,2,2,4,3,4,4,2,2,5,4,5,4,4,4,4,4,4,2,4,4,2,4,1.4,2.2,2.3,3.7,3.6
3,25,English (native),Female,Right,NA,US,2,3,4,2,3,3,3,1,2,1,4,2,4,2,1,1,1,1,1,1,5,4,5,5,4,4,4,4,4,3,4,1,5,2,4,2,4,5,4,4,3,4,3,4,3,4,5,2,3,3,2.4,1.8,4.2,3.5,3.4
3,31,English (native),Female,Right,Test site,US,1,2,2,1,2,4,1,1,1,1,4,2,5,3,1,1,2,2,3,2,5,5,3,5,5,4,5,5,4,3,2,1,4,3,2,1,3,4,2,2,2,2,3,3,3,4,4,3,5,4,1.6,2.5,4.4,2.4,3.3
4,18,Not English (native),Female,Right,Test site,IN,2,2,2,2,4,2,4,2,4,2,4,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,4,2,2,3,2,3,4,3,4,4,3,3,4,3,2.6,3.5,3.9,2.5,3.3
8,14,English (native),Male,Right,NA,US,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,1,5,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,1,5,5,2.2,4.2,4.6,3.4
3,20,English (native),Female,Right,Google,US,2,4,5,2,4,4,4,4,5,2,2,2,4,2,1,2,2,1,4,1,4,4,1,4,2,4,4,5,4,2,2,2,2,4,1,2,4,2,4,4,4,4,2,5,4,2,4,4,2,2,3.6,2.1,3.4,2.7,3.3
3,20,English (native),Female,Left,NA,US,4,5,5,4,5,5,4,4,4,4,3,2,3,5,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,3,3,4,4,3,4,4,5,4,5,4,3,4,4,4.4,2.1,5,3.9,4
3,20,English (native),Female,Left,NA,US,3,3,4,3,3,4,4,2,3,3,3,3,4,2,2,1,2,1,1,1,5,5,4,5,4,5,5,5,4,4,3,2,4,4,2,3,4,4,3,4,2,5,4,5,3,4,3,1,5,3,3.2,2,4.6,3.3,3.5
3,21,English (native),Female,Right,NA,US,4,4,5,3,4,4,3,2,4,2,4,3,4,4,3,3,4,4,3,3,5,5,4,5,4,2,4,4,4,4,4,3,4,2,4,4,4,2,5,4,4,4,4,5,4,5,4,2,2,3,3.5,3.5,4.1,3.6,3.7
3,20,English (native),Male,Right,Test site,US,3,4,5,4,4,3,3,2,4,4,3,2,2,4,3,2,3,3,3,2,4,4,3,3,3,3,4,4,3,4,4,4,4,4,2,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,3.6,2.7,3.5,3.7,3.5
3,21,English (native),Male,Right,Test site,US,2,3,4,3,2,3,1,2,3,2,3,1,1,3,1,1,2,1,1,2,5,2,5,5,1,4,3,3,3,3,4,2,4,3,2,3,3,2,1,4,5,5,4,4,4,4,5,5,4,4,2.5,1.6,3.4,2.8,4.4
3,20,English (native),Female,Right,NA,US,5,5,5,4,5,5,5,5,5,4,3,3,4,2,2,2,3,4,2,1,5,5,3,4,4,3,5,5,5,5,4,4,3,3,3,2,4,3,5,4,4,4,4,5,4,4,4,4,3,4,4.8,2.6,4.4,3.5,4
11,21,Not English (native),Female,Right,Google,US,1,4,5,1,4,5,4,3,4,2,3,3,3,2,2,2,3,4,2,2,5,5,4,4,3,5,4,3,4,5,4,1,4,4,3,4,3,3,4,5,3,5,4,2,5,4,4,2,2,5,3.3,2.6,4.2,3.5,3.6
4,20,English (native),Female,Right,Google,US,3,3,3,3,3,3,3,4,2,3,4,3,3,4,3,3,2,2,2,2,3,4,3,4,4,4,3,3,4,3,4,4,3,4,4,4,2,4,4,3,2,3,3,3,3,3,3,2,4,3,3,2.8,3.5,3.6,2.9
3,21,English (native),Female,Left,NA,US,3,5,5,3,5,5,5,3,1,3,4,3,5,5,3,3,3,2,3,1,5,4,5,5,5,5,1,5,5,4,5,5,5,5,4,5,5,3,5,4,3,4,5,5,5,5,4,2,3,5,3.8,3.2,4.4,4.6,4.1
11,21,Not English (native),Male,Right,Google,US,3,4,4,3,2,3,2,4,3,4,3,3,4,3,3,3,4,5,1,2,2,5,5,4,4,4,4,4,5,4,3,3,4,4,3,3,4,4,4,3,3,3,5,3,3,4,4,3,4,4,3.2,3.1,4.1,3.5,3.6
3,39,English (native),Female,Right,Test site,US,1,1,1,1,1,1,1,1,1,1,3,3,3,4,2,2,5,3,2,2,5,4,5,5,5,5,2,3,5,2,3,2,3,4,5,4,5,5,3,4,4,3,3,4,3,3,5,4,4,3,1,2.9,4.1,3.8,3.6
3,43,English (native),Female,Right,Test site,GB,1,3,2,4,4,4,1,5,4,2,2,2,4,5,2,1,1,1,4,5,5,4,4,4,4,1,4,4,1,2,3,4,2,4,1,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,3,2.7,3.3,3.6,5
13,26,Not English (native),Male,Right,Test site,AP,3,1,4,3,2,1,3,4,5,2,4,1,4,2,4,5,4,4,3,3,3,4,5,4,3,5,2,3,3,3,2,1,3,2,2,1,5,2,2,4,2,1,2,2,3,2,1,4,3,3,2.8,3.4,3.5,2.4,2.3
3,26,English (native),Female,Left,Google,US,4,4,3,3,2,3,2,2,2,1,4,3,4,3,3,3,5,3,4,3,5,4,5,5,5,5,5,5,4,4,3,5,4,4,4,4,5,3,3,4,3,3,3,3,4,4,3,2,2,4,2.6,3.5,4.7,3.9,3.1
5,13,English (native),Female,Left,Test site,US,2,3,3,3,3,4,2,3,4,2,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,5,3,3,4,4,3,3,3,3,1,3,3,3,4,3,2,3,3,3,3,3,4,2,4,3,2.9,3.7,3.6,2.9,3
3,46,English (native),Female,Right,Test site,US,1,1,1,1,1,2,1,1,1,1,2,4,3,4,5,2,4,4,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,4,5,5,5,5,5,5,5,5,1,5,1.1,3.4,1.1,1.8,4.6
3,55,English (native),Female,Right,NA,US,3,3,5,4,5,5,5,5,5,5,1,3,2,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4,5,3,5,3,3,5,4,5,4,5,5,3,3,5,5,4.5,1.7,5,3.9,4.4
3,35,English (native),Female,Right,Google,US,3,3,2,3,3,4,1,2,4,2,3,2,3,4,4,3,2,4,2,3,5,4,5,5,5,5,4,5,5,5,2,2,2,5,2,2,3,4,3,2,5,5,5,5,4,5,5,5,4,5,2.7,3,4.8,2.7,4.8
3,54,English (native),Female,Right,Google,US,1,3,3,3,3,3,2,1,1,1,5,4,5,5,3,4,3,3,3,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,3,5,4,4,5,1,5,5,2.1,3.9,4.8,4.9,4
3,17,English (native),Female,Right,NA,CA,5,5,5,5,5,5,5,4,5,5,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,1,4,5,3,5,5,5,5,3,4,5,5,5,4,5,5,5,5,5,4.9,1.4,4.6,4,4.8
3,16,English (native),Female,Right,NA,CA,2,4,4,3,4,2,4,4,4,4,1,2,1,2,3,3,5,5,4,1,3,3,4,4,4,2,4,4,4,4,1,3,3,3,3,1,3,2,1,3,1,3,5,5,2,5,3,1,1,4,3.5,2.7,3.6,2.3,3
5,16,English (native),Female,Left,Test site,CA,2,2,4,2,4,3,2,2,1,2,5,4,5,2,3,3,3,3,4,3,5,5,5,5,5,5,4,4,5,3,3,5,4,3,3,4,5,4,4,5,4,5,4,5,3,5,3,3,4,3,2.4,3.5,4.6,4,3.9
3,21,English (native),Male,Right,Google,US,4,4,5,4,3,4,4,5,5,2,4,4,5,2,1,4,1,1,4,2,5,5,4,5,1,5,5,5,5,4,5,4,4,4,5,3,5,5,5,5,4,5,3,5,4,4,4,4,5,4,4,2.8,4.4,4.5,4.2
4,21,Not English (native),Female,Right,Test site,IN,1,5,3,3,5,1,1,1,5,1,5,3,4,3,4,5,5,5,5,5,1,5,2,5,4,5,4,5,5,5,4,5,3,5,4,1,5,3,5,5,1,2,4,3,5,3,5,2,5,5,2.6,4.4,4.1,4,3.5
1,36,English (native),Female,Left,Test site,US,3,4,4,2,1,1,4,2,3,3,3,2,3,4,3,3,3,3,3,2,4,4,4,4,3,4,5,3,4,3,2,4,5,3,2,5,5,4,4,4,4,3,4,4,4,5,5,4,3,4,2.7,2.9,3.8,3.8,4
13,22,Not English (native),Female,Right,Test site,US,1,1,1,1,1,2,1,1,2,1,4,3,5,3,4,3,3,3,5,5,2,5,5,4,4,5,3,4,5,3,3,4,4,4,3,3,5,3,3,5,1,2,4,4,4,3,2,1,5,4,1.2,3.8,4,3.7,3
3,35,English (native),Male,Right,Google,CA,2,2,1,2,1,2,1,1,1,1,1,1,1,1,4,1,3,3,4,1,3,1,3,2,3,1,2,2,1,3,4,3,4,3,2,3,3,2,2,4,5,5,5,5,5,5,5,5,5,5,1.4,2,2.1,3,5
3,15,Not English (native),Female,Right,Test site,NO,2,2,4,3,2,1,2,3,4,1,5,3,5,3,5,2,3,2,5,2,4,4,3,4,2,4,4,4,3,4,2,4,3,2,2,3,5,2,2,4,5,4,5,4,4,5,4,5,5,5,2.4,3.5,3.6,2.9,4.6
13,29,Not English (native),Male,Right,Test site,IN,1,3,5,4,5,4,1,1,1,4,1,5,2,1,5,4,2,3,3,2,5,5,5,5,5,2,1,5,5,2,1,1,2,1,5,4,2,1,1,2,4,4,5,1,1,1,2,1,3,2,2.9,2.8,4,2,2.4
3,45,English (native),Female,Right,Google,US,4,4,4,4,4,4,4,3,4,5,2,3,3,2,2,2,3,2,2,2,3,3,5,2,3,2,3,3,2,5,4,2,4,5,1,3,2,5,2,5,4,4,5,4,5,5,5,4,5,5,4,2.3,3.1,3.3,4.6
4,18,English (native),Male,Right,Google,US,2,3,4,1,4,4,2,2,3,2,3,2,5,5,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,1,3,5,2,2,4,4,3,1,4,3,4,4,3,4,4,4,4,4,2,2.7,3.8,3.6,2.9,3.6
3,34,English (native),Female,Right,Test site,US,3,5,5,4,5,5,5,4,5,4,5,3,5,4,4,5,4,4,5,3,5,5,2,5,5,5,5,3,5,4,4,2,4,3,5,2,4,2,4,3,5,4,5,5,5,5,4,5,5,5,4.5,4.2,4.4,3.3,4.8
1,19,English (native),Female,Right,Google,US,3,4,3,3,4,2,3,1,2,1,4,3,5,5,5,4,5,4,4,2,1,4,2,5,5,5,5,5,5,3,3,4,4,4,5,5,3,3,2,4,2,3,5,4,3,5,5,1,4,4,2.6,4.1,4,3.7,3.6
13,17,English (native),Female,Right,NA,US,1,3,3,3,4,4,2,2,1,1,4,5,4,4,2,4,5,5,3,2,5,4,5,4,5,5,4,5,5,2,4,5,4,4,4,5,4,3,3,3,2,3,3,3,3,3,2,1,2,2,2.4,3.8,4.4,3.9,2.4
1,16,English (native),Male,Both,Google,US,1,1,4,3,3,2,1,2,2,2,2,2,1,4,1,2,2,2,2,2,3,3,3,3,3,1,3,2,2,3,3,2,4,2,2,3,4,2,4,3,3,4,5,3,3,4,3,3,3,3,2.1,2,2.6,2.9,3.4
13,14,English (native),Female,Both,Test site,US,1,1,3,1,2,1,1,2,1,1,5,4,5,4,4,3,4,5,3,5,5,5,4,5,5,4,5,3,4,5,1,1,5,1,1,1,1,1,1,3,5,5,5,5,5,5,5,4,5,5,1.4,4.2,4.5,1.6,4.9
1,19,Not English (native),Male,Right,NA,JM,2,3,2,2,4,4,3,2,1,3,2,4,5,3,4,1,5,4,2,4,5,5,4,4,5,5,5,4,5,2,3,4,4,4,2,4,3,4,3,3,3,5,5,5,4,5,4,3,5,5,2.6,3.4,4.4,3.4,4.4
12,21,English (native),Male,Right,Google,US,5,3,5,3,5,5,3,1,4,3,4,2,3,5,3,2,1,2,3,2,1,5,5,5,5,3,5,5,5,5,4,3,4,5,4,4,5,5,5,3,4,4,5,5,5,5,5,4,5,5,3.7,2.7,4.4,4.2,4.7
4,19,Not English (native),Female,Right,Test site,IN,1,2,1,3,3,4,1,2,1,1,5,3,4,3,4,3,5,5,3,2,4,4,5,4,3,5,3,4,4,3,3,5,5,5,5,5,5,3,4,3,3,2,4,3,4,5,5,2,5,5,1.9,3.7,3.9,4.3,3.8
3,65,English (native),Male,Right,Test site,US,3,2,4,3,4,3,3,2,2,3,3,2,3,3,3,3,3,2,3,3,4,4,3,4,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,3,2,4,3,2.9,2.8,3.6,3.8,3.3
3,24,English (native),Male,Right,NA,US,1,2,3,2,2,3,2,1,2,2,5,4,5,4,4,4,3,2,4,3,5,4,3,4,4,4,4,3,4,3,2,2,4,3,1,3,4,2,3,3,5,4,5,4,3,5,4,4,5,3,2,3.8,3.8,2.7,4.2
3,55,English (native),Female,Left,Google,CA,3,5,5,5,5,5,5,1,3,5,4,1,4,1,1,1,1,1,1,1,5,4,4,5,3,4,5,5,4,5,4,1,4,4,4,4,4,3,4,2,4,4,3,3,5,4,4,2,4,4,4.2,1.6,4.4,3.4,3.7
3,52,English (native),Male,Right,Test site,GB,1,5,2,1,3,5,1,1,1,2,4,4,2,5,5,4,5,5,4,5,2,5,1,5,2,4,5,5,4,5,3,2,3,1,1,1,5,4,2,2,4,4,5,3,3,1,3,2,4,3,2.2,4.3,3.8,2.4,3.2
8,16,English (native),Female,Right,Test site,US,3,3,5,3,3,5,5,2,3,1,1,1,3,1,2,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,5,1,4,4,5,5,5,3,5,5,1,5,5,3.3,1.3,4.9,3.8,4.3
6,17,English (native),Female,Right,Test site,GB,1,2,2,2,2,3,2,2,2,1,5,4,4,3,3,4,4,4,5,4,4,3,1,2,2,2,2,1,2,2,3,4,4,4,2,2,4,2,3,2,2,3,4,3,3,5,4,2,5,4,1.9,4,2.1,3,3.5
13,27,Not English (native),Female,Right,Test site,HU,2,2,2,3,3,4,2,1,1,1,3,4,4,3,3,4,3,4,3,3,1,5,5,5,5,4,5,4,4,3,3,3,5,4,3,4,3,3,3,5,2,5,5,4,3,4,4,3,4,4,2.1,3.4,4.1,3.6,3.8
3,15,Not English (native),Female,Right,Test site,NO,2,4,2,3,4,4,2,4,4,1,2,3,2,4,5,3,5,5,5,4,3,4,2,4,4,3,3,3,4,2,3,3,3,4,1,3,4,2,5,3,4,2,5,3,2,4,2,4,4,4,3,3.8,3.2,3.1,3.4
3,17,English (native),Male,Right,Test site,US,1,2,1,2,2,2,1,1,1,2,2,2,3,3,2,2,2,1,2,3,3,2,5,4,3,2,2,3,2,3,4,5,4,5,1,3,5,5,3,3,4,4,5,5,5,5,3,3,3,4,1.5,2.2,2.9,3.8,4.1
3,22,English (native),Female,Right,Google,CA,1,2,3,2,3,3,2,3,5,3,5,3,5,5,3,4,4,4,3,5,5,5,4,5,5,5,5,5,5,3,4,3,4,2,1,1,4,5,3,4,3,5,5,5,4,5,4,3,4,5,2.7,4.1,4.7,3.1,4.3
13,40,English (native),Female,Both,NA,US,5,5,5,4,5,4,5,5,5,5,2,2,4,4,4,2,2,3,4,2,2,3,4,3,3,2,3,3,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4.8,2.9,3.1,4.8,4.8
12,42,Not English (native),Male,Right,Test site,US,2,1,2,2,4,2,3,1,2,2,1,1,4,4,2,1,1,1,3,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,2.1,2,4.7,4.9,4.7
3,18,English (native),Female,Right,Google,GB,3,4,3,2,3,3,4,3,1,3,3,1,5,3,4,1,4,2,2,3,4,4,2,3,4,4,4,4,2,4,3,2,5,2,2,2,3,3,2,3,2,5,5,5,4,5,4,2,4,2,2.9,2.8,3.5,2.7,3.8
3,19,Not English (native),Female,Left,Google,IT,5,5,5,3,5,5,5,4,2,3,4,3,5,4,4,3,4,4,2,2,1,5,5,5,5,5,5,5,5,5,4,4,5,4,2,4,4,4,5,5,4,2,4,2,4,4,5,3,4,4,4.2,3.5,4.6,4.1,3.6
3,35,English (native),Male,Right,Test site,US,1,1,2,2,2,4,1,1,1,1,4,4,4,3,5,3,2,1,5,2,2,5,2,2,2,2,2,2,2,3,5,1,3,2,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,1.6,3.3,2.4,3.4,5
3,18,English (native),Male,Right,Google,US,1,4,2,4,4,5,2,3,5,3,2,1,2,1,4,2,4,2,3,1,3,4,1,2,3,2,4,3,2,2,2,2,5,2,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,3.3,2.2,2.6,2.5,5
3,30,English (native),Female,Right,Test site,US,1,1,1,1,1,1,1,2,1,1,5,5,5,4,3,3,2,2,4,4,1,4,4,1,3,2,5,3,1,2,3,2,5,2,1,3,4,4,3,5,4,2,1,4,3,1,2,4,5,2,1.1,3.7,2.6,3.2,2.8
3,25,English (native),Male,Right,Google,GB,2,2,2,2,1,4,1,3,4,1,4,2,4,2,2,2,2,1,2,1,4,3,5,4,4,4,3,4,4,4,5,5,5,5,3,4,4,4,3,5,5,5,4,4,4,4,4,5,5,3,2.2,2.2,3.9,4.3,4.3
NA,21,English (native),Female,Right,NA,GB,2,2,2,1,3,4,2,4,4,1,3,1,4,2,5,3,2,2,4,2,5,5,2,5,5,5,5,4,5,4,1,1,5,1,1,1,4,1,1,4,1,3,5,5,4,5,3,1,5,4,2.5,2.8,4.5,2,3.6
13,54,English (native),Female,Right,Test site,US,4,4,4,3,4,4,4,1,3,3,1,2,2,5,5,4,3,2,3,1,4,3,5,3,1,3,5,3,3,4,4,5,4,4,5,5,5,4,3,3,2,4,5,4,5,5,4,3,3,5,3.4,2.8,3.4,4.2,4
11,19,Not English (native),Female,Right,Test site,GB,3,2,3,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,2,2,4,1,2,2,4,2,3,4,2,4,4,2,2,2,4,4,4,2,2.8,3.8,3.6,2.6,3
4,17,English (native),Male,Right,NA,US,2,4,3,4,4,4,2,4,2,4,3,4,3,4,3,3,3,3,3,2,2,3,3,4,4,5,4,4,4,3,3,3,4,4,3,3,3,4,4,3,2,4,2,4,3,4,3,2,2,3,3.3,3.1,3.6,3.4,2.9
3,17,English (native),Male,Right,NA,US,2,4,5,4,4,4,3,4,5,3,2,1,3,5,1,2,1,1,1,1,5,4,5,4,5,5,4,4,4,3,4,4,4,5,4,4,5,4,3,3,2,4,3,5,3,4,4,2,4,3,3.8,1.8,4.3,4,3.4
3,17,English (native),Male,Right,NA,US,3,2,2,3,2,3,2,1,2,2,4,4,5,4,1,1,3,2,1,4,5,3,5,4,5,3,4,4,4,3,3,5,3,4,2,5,5,4,4,4,4,5,4,1,4,5,4,4,5,3,2.2,2.9,4,3.9,3.9
1,17,English (native),Male,Right,NA,US,2,3,4,3,2,3,2,3,4,2,2,1,2,1,2,1,1,1,2,1,3,4,4,4,5,3,4,4,3,3,5,3,4,3,4,4,4,2,4,4,4,5,4,4,3,5,4,4,3,2,2.8,1.4,3.7,3.7,3.8
4,21,Not English (native),Male,Right,Test site,IN,5,3,3,1,5,2,1,1,1,1,1,3,4,3,5,1,5,5,1,5,3,4,4,5,2,1,5,5,5,5,3,1,2,5,3,5,5,5,3,5,1,4,5,5,5,5,5,1,5,5,2.3,3.3,3.9,3.7,4.1
3,20,English (native),Female,Right,Google,US,2,3,4,2,3,3,3,3,3,2,4,3,4,4,3,3,4,4,2,3,5,5,3,4,4,3,4,5,3,3,3,1,3,3,2,3,4,2,3,3,4,5,4,4,3,4,3,4,5,3,2.8,3.4,3.9,2.7,3.9
3,49,English (native),Female,Right,Google,US,2,3,3,2,3,5,2,1,2,1,3,2,3,2,3,1,2,1,1,2,5,4,5,4,5,5,4,5,5,4,3,3,2,5,4,3,5,5,4,5,5,5,2,4,5,3,5,4,5,5,2.4,2,4.6,3.9,4.3
1,17,English (native),Male,Right,NA,US,3,3,4,3,3,4,4,3,3,2,4,2,4,3,2,3,2,2,3,2,5,4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,3.2,2.7,4.1,4.2,4.1
5,21,English (native),Female,Right,NA,CA,1,5,5,3,2,4,4,5,5,2,5,4,5,2,1,2,4,3,3,5,3,1,2,1,2,4,2,3,3,3,1,1,4,1,1,2,4,3,3,3,1,4,5,4,3,5,2,1,4,3,3.6,3.4,2.4,2.3,3.2
4,25,Not English (native),Male,Right,Test site,IN,2,4,3,1,3,4,2,2,4,4,4,2,4,3,3,4,4,2,4,2,3,3,5,5,4,5,3,4,4,3,3,4,4,4,3,2,3,3,2,3,4,2,5,4,5,5,5,2,3,5,2.9,3.2,3.9,3.1,4
3,23,English (native),Male,Right,Google,US,1,2,2,1,3,1,2,1,2,2,2,1,1,3,2,1,1,1,1,2,4,5,5,4,4,4,3,5,5,4,2,3,1,2,2,3,5,5,5,4,3,5,4,5,2,4,3,4,5,4,1.7,1.5,4.3,3.2,3.9
3,28,English (native),Female,Right,Test site,US,2,5,3,5,5,5,2,4,4,5,4,4,4,5,4,4,4,3,4,5,4,3,2,5,4,5,3,4,5,2,4,1,5,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4.1,3.7,2.4,5
3,28,English (native),Female,Right,Test site,US,1,3,3,1,2,4,1,1,1,1,3,3,3,4,2,3,2,2,3,3,5,4,5,5,2,3,4,4,4,3,4,4,4,3,3,4,3,4,2,4,5,4,4,4,4,5,5,5,5,3,1.8,2.8,3.9,3.5,4.4
3,54,English (native),Female,Right,Test site,US,1,3,2,2,2,4,1,1,1,1,5,4,2,1,5,3,2,1,3,1,3,2,5,4,4,4,2,1,5,3,5,4,5,5,3,4,4,5,4,4,4,4,4,4,5,5,5,4,5,5,1.8,2.7,3.3,4.3,4.5
3,44,English (native),Female,Right,Google,FR,3,5,5,3,5,5,4,5,4,3,3,2,4,1,3,3,3,3,4,1,1,5,5,5,5,2,5,5,5,5,3,2,5,3,1,2,3,5,5,4,3,1,4,1,4,5,5,1,2,5,4.2,2.7,4.3,3.3,3.1
11,1976,Not English (native),Female,Right,Test site,GB,4,2,5,3,4,3,4,3,4,2,1,1,3,1,1,5,1,1,1,1,5,5,5,3,4,4,4,4,5,5,5,4,5,5,4,5,5,1,5,4,5,5,5,5,4,5,5,1,4,4,3.4,1.6,4.4,4.3,4.3
3,24,Not English (native),Female,Right,NA,DE,3,5,5,5,5,5,3,5,1,3,2,3,5,2,1,2,1,1,1,1,5,5,5,4,4,5,5,4,5,5,4,2,5,2,3,2,4,5,2,4,5,5,4,5,4,5,5,4,5,4,4,1.9,4.7,3.3,4.6
